token,count_a,count_b,log_odds,z
接,0,7,-1.468630268481248,-1.3984165630076195
虎,0,7,-1.468630268481248,-1.3984165630076195
當,1,11,-0.941917959700298,-1.417187834060444
草,0,8,-1.4687853262251016,-1.4951280280696795
際,0,8,-1.4687853262251016,-1.4951280280696795
露,0,8,-1.4687853262251016,-1.4951280280696795
修,0,8,-1.4687853262251016,-1.4951280280696795
月,0,8,-1.4687853262251016,-1.4951280280696795
喉,0,8,-1.4687853262251016,-1.4951280280696795
大,0,8,-1.4687853262251016,-1.4951280280696795
勝,3,19,-0.6832972035029163,-1.5055485618780124
郞,1,12,-0.9764333852869713,-1.5121281937914375
恩,1,12,-0.9764333852869713,-1.5121281937914375
北,1,12,-0.9764333852869713,-1.5121281937914375
龍,1,12,-0.9764333852869713,-1.5121281937914375
忠,1,12,-0.9764333852869713,-1.5121281937914375
盛,0,9,-1.4689404224013014,-1.5859902058115305
頻,0,9,-1.4689404224013014,-1.5859902058115305
職,0,9,-1.4689404224013014,-1.5859902058115305
詩,0,9,-1.4689404224013014,-1.5859902058115305
虛,0,9,-1.4689404224013014,-1.5859902058115305
仙,0,9,-1.4689404224013014,-1.5859902058115305
自,3,21,-0.7358729586893773,-1.6683752090176247
鳳,0,10,-1.4690955570260043,-1.6719570222322946
綸,0,10,-1.4690955570260043,-1.6719570222322946
應,1,14,-1.0333863363235984,-1.6870557600979992
日,12,50,-0.44236878689485604,-1.7427546815637542
疏,0,11,-1.469250730115375,-1.7537485386491967
從,1,15,-1.0571788463903555,-1.7683575436071137
坐,0,12,-1.4694059416855918,-1.8319241123882863
斗,0,12,-1.4694059416855918,-1.8319241123882863
筆,0,12,-1.4694059416855918,-1.8319241123882863
銀,0,13,-1.4695611917528408,-1.9069285244061955
禁,0,13,-1.4695611917528408,-1.9069285244061955
平,1,18,-1.1151920885894597,-1.993101549313539
垣,0,15,-1.4698718074432273,-2.0488027764061774
書,0,15,-1.4698718074432273,-2.0488027764061774
盡,2,23,-0.9612157626319444,-2.0754662608553587
薇,0,20,-1.4706490215021795,-2.3670045923304732
諫,0,20,-1.4706490215021795,-2.3670045923304732
言,0,20,-1.4706490215021795,-2.3670045923304732
