token,count_a,count_b,log_odds,z
凌,0,5,-0.9813858103484465,-0.7897685599960443
居,0,5,-0.9813858103484465,-0.7897685599960443
恢,0,5,-0.9813858103484465,-0.7897685599960443
節,0,5,-0.9813858103484465,-0.7897685599960443
松,0,5,-0.9813858103484465,-0.7897685599960443
臭,0,5,-0.9813858103484465,-0.7897685599960443
亭,0,5,-0.9813858103484465,-0.7897685599960443
脩,0,5,-0.9813858103484465,-0.7897685599960443
箇,0,5,-0.9813858103484465,-0.7897685599960443
朋,0,5,-0.9813858103484465,-0.7897685599960443
獨,0,5,-0.9813858103484465,-0.7897685599960443
憂,0,5,-0.9813858103484465,-0.7897685599960443
封,0,5,-0.9813858103484465,-0.7897685599960443
舌,0,5,-0.9813858103484465,-0.7897685599960443
環,0,5,-0.9813858103484465,-0.7897685599960443
曉,0,5,-0.9813858103484465,-0.7897685599960443
逢,0,5,-0.9813858103484465,-0.7897685599960443
至,0,5,-0.9813858103484465,-0.7897685599960443
喝,0,5,-0.9813858103484465,-0.7897685599960443
帶,0,5,-0.9813858103484465,-0.7897685599960443
迹,0,5,-0.9813858103484465,-0.7897685599960443
到,0,5,-0.9813858103484465,-0.7897685599960443
銜,0,5,-0.9813858103484465,-0.7897685599960443
挺,0,5,-0.9813858103484465,-0.7897685599960443
咫,0,5,-0.9813858103484465,-0.7897685599960443
燭,0,5,-0.9813858103484465,-0.7897685599960443
罷,0,5,-0.9813858103484465,-0.7897685599960443
微,0,5,-0.9813858103484465,-0.7897685599960443
物,0,5,-0.9813858103484465,-0.7897685599960443
院,0,5,-0.9813858103484465,-0.7897685599960443
趨,0,5,-0.9813858103484465,-0.7897685599960443
皁,0,5,-0.9813858103484465,-0.7897685599960443
補,0,5,-0.9813858103484465,-0.7897685599960443
孤,0,5,-0.9813858103484465,-0.7897685599960443
幅,0,5,-0.9813858103484465,-0.7897685599960443
今,2,19,-0.3930679402888222,-0.7978894527305749
春,1,13,-0.5192114812484139,-0.8261848744810811
威,1,13,-0.5192114812484139,-0.8261848744810811
鳴,0,6,-0.981494413393464,-0.865243850875177
卵,0,6,-0.981494413393464,-0.865243850875177
張,0,6,-0.981494413393464,-0.865243850875177
爭,0,6,-0.981494413393464,-0.865243850875177
勤,0,6,-0.981494413393464,-0.865243850875177
陰,0,6,-0.981494413393464,-0.865243850875177
位,0,6,-0.981494413393464,-0.865243850875177
納,0,6,-0.981494413393464,-0.865243850875177
稱,0,6,-0.981494413393464,-0.865243850875177
鶚,0,6,-0.981494413393464,-0.865243850875177
形,0,6,-0.981494413393464,-0.865243850875177
早,0,6,-0.981494413393464,-0.865243850875177
動,0,6,-0.981494413393464,-0.865243850875177
首,0,6,-0.981494413393464,-0.865243850875177
臨,0,6,-0.981494413393464,-0.865243850875177
珍,0,6,-0.981494413393464,-0.865243850875177
戒,0,6,-0.981494413393464,-0.865243850875177
國,0,6,-0.981494413393464,-0.865243850875177
幾,0,6,-0.981494413393464,-0.865243850875177
偏,0,6,-0.981494413393464,-0.865243850875177
忘,1,14,-0.545883310813772,-0.8911822727655606
